violation_id,user_id,phone,notification_id,event_type,channel,dnd_category,message_classification,detected_at,root_cause,provider,resolved,resolution
VIO-06403,user-2861,+919083658483,ntf-06403-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-07T14:23:00Z,MISSING_SCRUB,msg91,true,CACHE_TTL_REDUCED
VIO-06404,user-5258,+919016350390,ntf-06404-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-30T23:42:00Z,RACE_CONDITION,twilio,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06405,user-3026,+919073741039,ntf-06405-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-23T05:56:00Z,WRONG_CLASSIFICATION,twilio,false,CACHE_TTL_REDUCED
VIO-06406,user-4052,+919011793071,ntf-06406-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-10T20:00:00Z,WRONG_CLASSIFICATION,msg91,false,CACHE_TTL_REDUCED
VIO-06407,user-2434,+919041906151,ntf-06407-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-24T15:28:00Z,MISSING_SCRUB,twilio,false,CLASSIFICATION_FIXED
VIO-06408,user-5233,+919020803340,ntf-06408-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-11T00:28:00Z,RACE_CONDITION,msg91,false,
VIO-06409,user-7911,+919093419051,ntf-06409-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-24T12:48:00Z,STALE_DND_CACHE,msg91,false,CLASSIFICATION_FIXED
VIO-06410,user-2783,+919092849406,ntf-06410-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-29T23:08:00Z,MISSING_SCRUB,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06411,user-4682,+919095150175,ntf-06411-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-28T12:04:00Z,WRONG_CLASSIFICATION,twilio,true,CLASSIFICATION_FIXED
VIO-06412,user-5933,+919061315452,ntf-06412-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-15T02:58:00Z,STALE_DND_CACHE,twilio,false,CACHE_TTL_REDUCED
VIO-06413,user-9350,+919034105897,ntf-06413-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-10T20:17:00Z,RACE_CONDITION,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06414,user-9722,+919041420422,ntf-06414-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-18T04:53:00Z,STALE_DND_CACHE,msg91,false,CACHE_TTL_REDUCED
VIO-06415,user-3103,+919065770626,ntf-06415-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-04T20:25:00Z,RACE_CONDITION,msg91,false,CACHE_TTL_REDUCED
VIO-06416,user-98,+919098733287,ntf-06416-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-20T01:30:00Z,RACE_CONDITION,twilio,true,
VIO-06417,user-1318,+919068724904,ntf-06417-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-17T19:12:00Z,MISSING_SCRUB,msg91,true,CACHE_TTL_REDUCED
VIO-06418,user-1252,+919043681727,ntf-06418-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-11T12:12:00Z,MISSING_SCRUB,msg91,true,
VIO-06419,user-8773,+919091696371,ntf-06419-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-12T01:33:00Z,MISSING_SCRUB,twilio,false,CACHE_TTL_REDUCED
VIO-06420,user-9849,+919099478069,ntf-06420-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-25T15:37:00Z,STALE_DND_CACHE,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06421,user-1279,+919024077810,ntf-06421-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-18T12:21:00Z,MISSING_SCRUB,twilio,false,
VIO-06422,user-7778,+919095959633,ntf-06422-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-25T05:05:00Z,WRONG_CLASSIFICATION,twilio,false,
VIO-06423,user-7572,+919013133720,ntf-06423-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-06T15:59:00Z,STALE_DND_CACHE,twilio,false,CLASSIFICATION_FIXED
VIO-06424,user-6116,+919065591434,ntf-06424-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-09T17:50:00Z,RACE_CONDITION,msg91,false,CACHE_TTL_REDUCED
VIO-06425,user-5272,+919067148245,ntf-06425-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-09T02:04:00Z,RACE_CONDITION,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06426,user-6273,+919031723892,ntf-06426-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-11T20:22:00Z,MISSING_SCRUB,msg91,true,CACHE_TTL_REDUCED
VIO-06427,user-9632,+919030062171,ntf-06427-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-17T14:51:00Z,STALE_DND_CACHE,twilio,false,
VIO-06428,user-4548,+919064903122,ntf-06428-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-31T03:27:00Z,MISSING_SCRUB,twilio,false,CLASSIFICATION_FIXED
VIO-06429,user-5485,+919054150213,ntf-06429-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-21T07:31:00Z,RACE_CONDITION,msg91,true,CLASSIFICATION_FIXED
VIO-06430,user-9527,+919043419794,ntf-06430-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-22T02:16:00Z,WRONG_CLASSIFICATION,twilio,false,CLASSIFICATION_FIXED
VIO-06431,user-131,+919062856504,ntf-06431-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-03T20:11:00Z,MISSING_SCRUB,twilio,true,CACHE_TTL_REDUCED
VIO-06432,user-1437,+919014692877,ntf-06432-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-02T19:28:00Z,STALE_DND_CACHE,msg91,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06433,user-3363,+919032522333,ntf-06433-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-01T01:01:00Z,MISSING_SCRUB,twilio,true,
VIO-06434,user-8380,+919064497800,ntf-06434-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-10T00:32:00Z,WRONG_CLASSIFICATION,msg91,false,CLASSIFICATION_FIXED
VIO-06435,user-6783,+919056397221,ntf-06435-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-02T22:31:00Z,RACE_CONDITION,twilio,true,CACHE_TTL_REDUCED
VIO-06436,user-2181,+919087027196,ntf-06436-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-08T02:09:00Z,WRONG_CLASSIFICATION,msg91,false,CLASSIFICATION_FIXED
VIO-06437,user-2561,+919074578762,ntf-06437-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-28T10:37:00Z,MISSING_SCRUB,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06438,user-2234,+919091340943,ntf-06438-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-18T05:18:00Z,RACE_CONDITION,msg91,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06439,user-1894,+919068858268,ntf-06439-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-30T21:02:00Z,WRONG_CLASSIFICATION,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06440,user-9161,+919060366236,ntf-06440-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-08T07:18:00Z,STALE_DND_CACHE,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06441,user-3313,+919022772495,ntf-06441-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-28T17:48:00Z,RACE_CONDITION,msg91,true,CACHE_TTL_REDUCED
VIO-06442,user-9807,+919076929589,ntf-06442-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-26T07:17:00Z,RACE_CONDITION,msg91,false,CACHE_TTL_REDUCED
VIO-06443,user-3626,+919070737849,ntf-06443-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-10T20:01:00Z,STALE_DND_CACHE,twilio,true,
VIO-06444,user-6691,+919061606933,ntf-06444-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-05T17:46:00Z,RACE_CONDITION,msg91,false,CLASSIFICATION_FIXED
VIO-06445,user-8670,+919062764444,ntf-06445-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-21T04:28:00Z,RACE_CONDITION,twilio,false,CLASSIFICATION_FIXED
VIO-06446,user-5830,+919097982724,ntf-06446-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-16T11:58:00Z,STALE_DND_CACHE,msg91,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06447,user-9662,+919056709851,ntf-06447-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-03T21:37:00Z,WRONG_CLASSIFICATION,msg91,false,CACHE_TTL_REDUCED
VIO-06448,user-9378,+919062027669,ntf-06448-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-31T00:05:00Z,WRONG_CLASSIFICATION,twilio,true,CACHE_TTL_REDUCED
VIO-06449,user-5912,+919098924158,ntf-06449-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-18T09:16:00Z,STALE_DND_CACHE,twilio,false,CLASSIFICATION_FIXED
VIO-06450,user-616,+919095885298,ntf-06450-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-10T00:08:00Z,MISSING_SCRUB,msg91,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06451,user-7038,+919012975976,ntf-06451-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-01T23:40:00Z,RACE_CONDITION,msg91,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06452,user-6673,+919082656408,ntf-06452-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-01T01:18:00Z,MISSING_SCRUB,twilio,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06453,user-4660,+919083984989,ntf-06453-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-06T01:33:00Z,WRONG_CLASSIFICATION,twilio,true,CACHE_TTL_REDUCED
VIO-06454,user-7102,+919079419555,ntf-06454-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-25T10:45:00Z,RACE_CONDITION,msg91,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06455,user-4363,+919048012011,ntf-06455-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-21T10:51:00Z,MISSING_SCRUB,msg91,true,CACHE_TTL_REDUCED
VIO-06456,user-9840,+919029269049,ntf-06456-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-18T15:13:00Z,RACE_CONDITION,twilio,true,
VIO-06457,user-8460,+919096721298,ntf-06457-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-02T12:16:00Z,RACE_CONDITION,msg91,false,CLASSIFICATION_FIXED
VIO-06458,user-9434,+919099512047,ntf-06458-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-10T20:57:00Z,STALE_DND_CACHE,twilio,false,CLASSIFICATION_FIXED
VIO-06459,user-7916,+919013114394,ntf-06459-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-07T09:29:00Z,WRONG_CLASSIFICATION,msg91,true,
VIO-06460,user-4075,+919032830521,ntf-06460-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-20T04:29:00Z,WRONG_CLASSIFICATION,msg91,true,
VIO-06461,user-3838,+919030936118,ntf-06461-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-09T06:35:00Z,RACE_CONDITION,msg91,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06462,user-8676,+919038307849,ntf-06462-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-24T06:19:00Z,RACE_CONDITION,msg91,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06463,user-6732,+919044441740,ntf-06463-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-10T08:57:00Z,MISSING_SCRUB,twilio,true,CLASSIFICATION_FIXED
VIO-06464,user-9867,+919053852542,ntf-06464-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-06T01:50:00Z,STALE_DND_CACHE,twilio,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06465,user-1723,+919015854035,ntf-06465-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-28T18:31:00Z,STALE_DND_CACHE,twilio,false,CLASSIFICATION_FIXED
VIO-06466,user-709,+919088371304,ntf-06466-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-28T01:23:00Z,STALE_DND_CACHE,msg91,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06467,user-6700,+919012648608,ntf-06467-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-23T18:53:00Z,MISSING_SCRUB,twilio,false,
VIO-06468,user-4968,+919030869831,ntf-06468-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-17T10:33:00Z,WRONG_CLASSIFICATION,msg91,false,
VIO-06469,user-7661,+919055039518,ntf-06469-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-19T16:22:00Z,MISSING_SCRUB,twilio,false,CLASSIFICATION_FIXED
VIO-06470,user-8089,+919055805391,ntf-06470-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-13T05:31:00Z,STALE_DND_CACHE,msg91,true,CACHE_TTL_REDUCED
VIO-06471,user-7230,+919051894096,ntf-06471-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-17T22:26:00Z,WRONG_CLASSIFICATION,msg91,true,CLASSIFICATION_FIXED
VIO-06472,user-951,+919092290681,ntf-06472-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-12T13:24:00Z,RACE_CONDITION,msg91,true,CACHE_TTL_REDUCED
VIO-06473,user-1241,+919048620691,ntf-06473-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-16T17:28:00Z,STALE_DND_CACHE,msg91,false,
VIO-06474,user-3612,+919026133867,ntf-06474-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-02T14:39:00Z,WRONG_CLASSIFICATION,msg91,false,CLASSIFICATION_FIXED
VIO-06475,user-3493,+919060333835,ntf-06475-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-05T12:45:00Z,RACE_CONDITION,msg91,false,CACHE_TTL_REDUCED
VIO-06476,user-3574,+919072674221,ntf-06476-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-20T11:13:00Z,WRONG_CLASSIFICATION,twilio,false,
VIO-06477,user-7118,+919052987382,ntf-06477-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-28T01:55:00Z,WRONG_CLASSIFICATION,msg91,false,
VIO-06478,user-6364,+919093486215,ntf-06478-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-15T09:59:00Z,STALE_DND_CACHE,twilio,false,CLASSIFICATION_FIXED
VIO-06479,user-4012,+919075984100,ntf-06479-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-20T00:40:00Z,WRONG_CLASSIFICATION,msg91,false,CACHE_TTL_REDUCED
VIO-06480,user-8586,+919036765631,ntf-06480-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-20T04:36:00Z,MISSING_SCRUB,twilio,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06481,user-5192,+919063127177,ntf-06481-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-28T10:01:00Z,STALE_DND_CACHE,twilio,false,CACHE_TTL_REDUCED
VIO-06482,user-4900,+919089881131,ntf-06482-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-13T01:31:00Z,STALE_DND_CACHE,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06483,user-8647,+919091627819,ntf-06483-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-12T11:35:00Z,STALE_DND_CACHE,twilio,true,
VIO-06484,user-129,+919020628847,ntf-06484-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-17T18:29:00Z,MISSING_SCRUB,msg91,true,CACHE_TTL_REDUCED
VIO-06485,user-4274,+919034980271,ntf-06485-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-21T05:41:00Z,MISSING_SCRUB,msg91,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06486,user-7889,+919066030711,ntf-06486-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-13T12:39:00Z,STALE_DND_CACHE,twilio,false,CLASSIFICATION_FIXED
VIO-06487,user-6644,+919084051712,ntf-06487-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-12T04:54:00Z,STALE_DND_CACHE,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06488,user-2147,+919099407003,ntf-06488-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-13T23:00:00Z,RACE_CONDITION,twilio,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06489,user-4038,+919026912354,ntf-06489-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-28T15:50:00Z,MISSING_SCRUB,twilio,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06490,user-586,+919037222197,ntf-06490-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-24T07:51:00Z,STALE_DND_CACHE,twilio,false,CACHE_TTL_REDUCED
VIO-06491,user-2256,+919020551874,ntf-06491-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-27T02:28:00Z,WRONG_CLASSIFICATION,twilio,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06492,user-6329,+919071054495,ntf-06492-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-10T16:44:00Z,STALE_DND_CACHE,twilio,true,CACHE_TTL_REDUCED
VIO-06493,user-4931,+919049618001,ntf-06493-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-03T21:20:00Z,RACE_CONDITION,msg91,true,CLASSIFICATION_FIXED
VIO-06494,user-4790,+919069490388,ntf-06494-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-13T04:22:00Z,MISSING_SCRUB,msg91,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06495,user-351,+919055905289,ntf-06495-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-31T11:41:00Z,STALE_DND_CACHE,twilio,false,CACHE_TTL_REDUCED
VIO-06496,user-9119,+919061618388,ntf-06496-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-31T03:41:00Z,WRONG_CLASSIFICATION,msg91,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06497,user-5457,+919041394014,ntf-06497-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-25T02:18:00Z,WRONG_CLASSIFICATION,msg91,false,CLASSIFICATION_FIXED
VIO-06498,user-8716,+919043581295,ntf-06498-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-03T14:48:00Z,WRONG_CLASSIFICATION,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06499,user-7267,+919074889809,ntf-06499-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-23T04:10:00Z,STALE_DND_CACHE,msg91,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06500,user-7945,+919026977974,ntf-06500-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-24T13:55:00Z,RACE_CONDITION,twilio,true,CACHE_TTL_REDUCED
VIO-06501,user-2014,+919089020619,ntf-06501-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-02T08:22:00Z,MISSING_SCRUB,twilio,false,CACHE_TTL_REDUCED
VIO-06502,user-128,+919084715586,ntf-06502-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-21T04:04:00Z,STALE_DND_CACHE,twilio,true,CACHE_TTL_REDUCED
VIO-06503,user-8028,+919023802526,ntf-06503-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-07T06:53:00Z,WRONG_CLASSIFICATION,msg91,false,
VIO-06504,user-3754,+919071766707,ntf-06504-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-14T08:11:00Z,WRONG_CLASSIFICATION,msg91,false,
VIO-06505,user-6872,+919079820187,ntf-06505-vio,SIPX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-17T09:33:00Z,RACE_CONDITION,msg91,true,CACHE_TTL_REDUCED
VIO-06506,user-3019,+919034420632,ntf-06506-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-29T10:01:00Z,MISSING_SCRUB,twilio,false,DND_CHECK_MOVED_TO_DISPATCH
VIO-06507,user-4175,+919076055421,ntf-06507-vio,MKTX-001,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-25T07:33:00Z,RACE_CONDITION,twilio,true,CACHE_TTL_REDUCED
VIO-06508,user-8046,+919054958718,ntf-06508-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-06T15:56:00Z,RACE_CONDITION,msg91,true,CLASSIFICATION_FIXED
VIO-06509,user-5004,+919011638826,ntf-06509-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-06T01:46:00Z,RACE_CONDITION,twilio,true,DND_CHECK_MOVED_TO_DISPATCH
VIO-06510,user-8930,+919074233410,ntf-06510-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-25T07:43:00Z,WRONG_CLASSIFICATION,twilio,true,CACHE_TTL_REDUCED
VIO-06511,user-1589,+919052127236,ntf-06511-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2025-12-05T01:08:00Z,RACE_CONDITION,msg91,false,
VIO-06512,user-3093,+919064639795,ntf-06512-vio,MKTX-004,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-23T18:17:00Z,MISSING_SCRUB,twilio,true,
VIO-06513,user-5261,+919025329393,ntf-06513-vio,MKTX-003,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-02-08T22:56:00Z,WRONG_CLASSIFICATION,twilio,false,CACHE_TTL_REDUCED
VIO-06514,user-9773,+919062328115,ntf-06514-vio,MKTX-005,sms,BANKING_INSURANCE_FINANCIAL_PRODUCTS,PROMOTIONAL,2026-01-01T22:10:00Z,MISSING_SCRUB,msg91,false,CACHE_TTL_REDUCED
