user_id,name,phone,email,language,timezone,dnd_status,dnd_categories,account_type,risk_profile,notification_preferences,quiet_hours_start,quiet_hours_end,created_at
user-5572,User 5572,+919000005571,user5572@test.in,mr,Asia/Kolkata,not_registered,,premium,aggressive,"{""TXNX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""hourly""}}",21:00,08:00,2025-07-21T00:00:00Z
user-5573,User 5573,+919000005572,user5573@test.in,hi,Asia/Kolkata,not_registered,,premium,conservative,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}}",21:00,08:00,2025-09-19T00:00:00Z
user-5574,User 5574,+919000005573,user5574@test.in,te,Asia/Kolkata,not_registered,,premium,aggressive,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2024-01-20T00:00:00Z
user-5575,User 5575,+919000005574,user5575@test.in,mr,Asia/Kolkata,not_registered,,HNI,moderate,"{""TXNX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}}",21:00,08:00,2024-04-17T00:00:00Z
user-5576,User 5576,+919000005575,user5576@test.in,mr,Asia/Kolkata,registered,"BANKING,INSURANCE",basic,conservative,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}}",21:00,08:00,2025-03-07T00:00:00Z
user-5577,User 5577,+919000005576,user5577@test.in,ta,Asia/Kolkata,registered,"BANKING,FINANCIAL_PRODUCTS",premium,conservative,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}}",21:00,08:00,2024-05-26T00:00:00Z
user-5578,User 5578,+919000005577,user5578@test.in,hi,Asia/Kolkata,registered,BANKING,HNI,aggressive,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}}",21:00,08:00,2024-03-13T00:00:00Z
user-5579,User 5579,+919000005578,user5579@test.in,mr,Asia/Kolkata,registered,FINANCIAL_PRODUCTS,basic,moderate,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""REGX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}}",21:00,08:00,2024-01-27T00:00:00Z
user-5580,User 5580,+919000005579,user5580@test.in,hi,Asia/Kolkata,registered,INSURANCE,HNI,moderate,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2025-11-26T00:00:00Z
user-5581,User 5581,+919000005580,user5581@test.in,en,Asia/Kolkata,not_registered,,premium,moderate,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": false, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2025-10-15T00:00:00Z
user-5582,User 5582,+919000005581,user5582@test.in,mr,Asia/Kolkata,not_registered,,premium,moderate,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2024-11-01T00:00:00Z
user-5583,User 5583,+919000005582,user5583@test.in,en,Asia/Kolkata,registered,"BANKING,FINANCIAL_PRODUCTS",basic,conservative,"{""TXNX"": {""channels"": {""sms"": false, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2025-08-19T00:00:00Z
user-5584,User 5584,+919000005583,user5584@test.in,te,Asia/Kolkata,not_registered,,premium,aggressive,"{""TXNX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}}",21:00,08:00,2024-10-31T00:00:00Z
user-5585,User 5585,+919000005584,user5585@test.in,hi,Asia/Kolkata,registered,BANKING,premium,moderate,"{""TXNX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}}",21:00,08:00,2025-02-27T00:00:00Z
user-5586,User 5586,+919000005585,user5586@test.in,hi,Asia/Kolkata,registered,BANKING,HNI,moderate,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2024-05-22T00:00:00Z
user-5587,User 5587,+919000005586,user5587@test.in,hi,Asia/Kolkata,not_registered,,basic,conservative,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}}",21:00,08:00,2024-02-25T00:00:00Z
user-5588,User 5588,+919000005587,user5588@test.in,mr,Asia/Kolkata,not_registered,,basic,aggressive,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""daily""}}",21:00,08:00,2024-12-20T00:00:00Z
user-5589,User 5589,+919000005588,user5589@test.in,hi,Asia/Kolkata,not_registered,,premium,aggressive,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""hourly""}}",21:00,08:00,2024-12-25T00:00:00Z
user-5590,User 5590,+919000005589,user5590@test.in,mr,Asia/Kolkata,not_registered,,basic,aggressive,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": false, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": false, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2025-08-23T00:00:00Z
user-5591,User 5591,+919000005590,user5591@test.in,hi,Asia/Kolkata,not_registered,,basic,moderate,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}}",21:00,08:00,2025-03-28T00:00:00Z
user-5592,User 5592,+919000005591,user5592@test.in,mr,Asia/Kolkata,not_registered,,HNI,conservative,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}}",21:00,08:00,2025-03-02T00:00:00Z
user-5593,User 5593,+919000005592,user5593@test.in,mr,Asia/Kolkata,not_registered,,HNI,moderate,"{""TXNX"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2024-12-31T00:00:00Z
user-5594,User 5594,+919000005593,user5594@test.in,ta,Asia/Kolkata,registered,"BANKING,FINANCIAL_PRODUCTS",premium,aggressive,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2024-08-27T00:00:00Z
user-5595,User 5595,+919000005594,user5595@test.in,ta,Asia/Kolkata,not_registered,,basic,aggressive,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}}",21:00,08:00,2025-01-10T00:00:00Z
user-5596,User 5596,+919000005595,user5596@test.in,en,Asia/Kolkata,not_registered,,basic,moderate,"{""TXNX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2024-06-02T00:00:00Z
user-5597,User 5597,+919000005596,user5597@test.in,mr,Asia/Kolkata,registered,"BANKING,FINANCIAL_PRODUCTS",premium,conservative,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2024-11-10T00:00:00Z
user-5598,User 5598,+919000005597,user5598@test.in,mr,Asia/Kolkata,not_registered,,premium,conservative,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""MKTX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}}",21:00,08:00,2025-11-21T00:00:00Z
user-5599,User 5599,+919000005598,user5599@test.in,en,Asia/Kolkata,not_registered,,basic,aggressive,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2025-06-18T00:00:00Z
user-5600,User 5600,+919000005599,user5600@test.in,mr,Asia/Kolkata,not_registered,,basic,conservative,"{""TXNX"": {""channels"": {""sms"": false, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""RISK"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": false, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}}",21:00,08:00,2024-04-05T00:00:00Z
user-5601,User 5601,+919000005600,user5601@test.in,hi,Asia/Kolkata,not_registered,,basic,moderate,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": false, ""whatsapp"": true, ""in_app"": false}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""SIPX"": {""channels"": {""sms"": false, ""email"": true, ""push"": false, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""daily""}, ""REGX"": {""channels"": {""sms"": true, ""email"": false, ""push"": false, ""whatsapp"": false, ""in_app"": false}, ""digest_mode"": ""immediate""}}",21:00,08:00,2024-03-19T00:00:00Z
user-5602,User 5602,+919000005601,user5602@test.in,ta,Asia/Kolkata,registered,BANKING,HNI,aggressive,"{""TXNX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}, ""RISK"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""daily""}, ""SIPX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""MKTX"": {""channels"": {""sms"": true, ""email"": false, ""push"": true, ""whatsapp"": false, ""in_app"": true}, ""digest_mode"": ""hourly""}, ""REGX"": {""channels"": {""sms"": true, ""email"": true, ""push"": true, ""whatsapp"": true, ""in_app"": true}, ""digest_mode"": ""immediate""}}",21:00,08:00,2024-08-19T00:00:00Z
